UserID,Age,Gender,Height (cm),Weight (kg),BMI,Chest (cm),Waist (cm),Hip (cm),Body Type,Base Size,Previous Purchase,Brand,Item Purchased,Size Purchased,Fit Feedback,Return/Exchange Status,Reason for Return/Exchange,Season,Purchase Location,Loyalty Status,Promotion Influence,Region,Timestamp
User024,45,Female,150,108,48.0,125,90,96,Athletic,XXL,False,H&M,Sweater,XXL,Too Large,Returned,Other,Summer,Online,New Buyer,Yes,North America,2023-10-09 15:03
User024,45,Female,150,108,48.0,125,90,96,Athletic,XXL,False,Levi's,Dress,XL,Too Large,Returned,Other,Summer,Online,New Buyer,Yes,North America,2022-06-23 03:56
User024,45,Female,150,108,48.0,125,90,96,Athletic,XXL,False,Uniqlo,Sweater,XXL,Fit Well,Exchanged,Changed Mind,Summer,Online,New Buyer,Yes,North America,2022-03-19 15:14
User024,45,Female,150,108,48.0,125,90,96,Athletic,XXL,False,Levi's,Jacket,XL,Too Small,Returned,Other,Summer,Online,New Buyer,Yes,North America,2023-02-07 23:59
User024,45,Female,150,108,48.0,125,90,96,Athletic,XXL,False,H&M,Jeans,XXL,Too Small,Returned,Quality Issue,Summer,Online,New Buyer,Yes,North America,2023-10-23 16:32
User024,45,Female,150,108,48.0,125,90,96,Athletic,XXL,False,Uniqlo,Skirt,XXL,Too Small,Kept,,Summer,Online,New Buyer,Yes,North America,2022-05-19 09:49
User024,45,Female,150,108,48.0,125,90,96,Athletic,XXL,False,Uniqlo,Skirt,XXL,Too Small,Returned,Changed Mind,Summer,Online,New Buyer,Yes,North America,2022-04-03 10:49
User024,45,Female,150,108,48.0,125,90,96,Athletic,XXL,False,Levi's,Sweater,XL,Too Small,Returned,Quality Issue,Summer,Online,New Buyer,Yes,North America,2022-11-22 19:56
User024,45,Female,150,108,48.0,125,90,96,Athletic,XXL,False,Nike,Skirt,XXL,Fit Well,Exchanged,Other,Summer,Online,New Buyer,Yes,North America,2022-11-21 12:22
User024,45,Female,150,108,48.0,125,90,96,Athletic,XXL,False,Nike,Shorts,XXL,Too Small,Exchanged,Changed Mind,Summer,Online,New Buyer,Yes,North America,2023-08-24 09:57
User024,45,Female,150,108,48.0,125,90,96,Athletic,XXL,False,Zara,Jeans,XXL,Fit Well,Kept,,Summer,Online,New Buyer,Yes,North America,2023-04-28 11:46
User024,45,Female,150,108,48.0,125,90,96,Athletic,XXL,False,Levi's,Dress,XL,Fit Well,Returned,Fit Issue,Summer,Online,New Buyer,Yes,North America,2023-12-23 07:56
User024,45,Female,150,108,48.0,125,90,96,Athletic,XXL,False,Zara,Skirt,XXL,Fit Well,Exchanged,Fit Issue,Summer,Online,New Buyer,Yes,North America,2023-09-16 13:29
User025,70,Male,159,52,20.57,100,66,108,Petite,M,True,Levi's,Shorts,L,Too Small,Kept,,Spring,Online,Frequent Buyer,Yes,Europe,2023-07-31 16:02
User025,70,Male,159,52,20.57,100,66,108,Petite,M,True,Zara,T-shirt,L,Too Small,Kept,,Spring,Online,Frequent Buyer,Yes,Europe,2023-11-24 17:40
User025,70,Male,159,52,20.57,100,66,108,Petite,M,True,Nike,Skirt,L,Too Small,Kept,,Spring,Online,Frequent Buyer,Yes,Europe,2023-06-01 02:22
User025,70,Male,159,52,20.57,100,66,108,Petite,M,True,Nike,T-shirt,L,Too Small,Exchanged,Fit Issue,Spring,Online,Frequent Buyer,Yes,Europe,2023-05-20 23:50
User025,70,Male,159,52,20.57,100,66,108,Petite,M,True,H&M,Skirt,L,Fit Well,Returned,Changed Mind,Spring,Online,Frequent Buyer,Yes,Europe,2023-09-05 07:04
User025,70,Male,159,52,20.57,100,66,108,Petite,M,True,Levi's,Jeans,L,Too Small,Exchanged,Fit Issue,Spring,Online,Frequent Buyer,Yes,Europe,2022-05-19 09:11
User025,70,Male,159,52,20.57,100,66,108,Petite,M,True,H&M,T-shirt,L,Fit Well,Returned,Quality Issue,Spring,Online,Frequent Buyer,Yes,Europe,2022-05-17 00:00
User025,70,Male,159,52,20.57,100,66,108,Petite,M,True,Nike,Jeans,L,Too Large,Kept,,Spring,Online,Frequent Buyer,Yes,Europe,2023-02-05 05:53
User025,70,Male,159,52,20.57,100,66,108,Petite,M,True,Nike,Jeans,L,Fit Well,Exchanged,Quality Issue,Spring,Online,Frequent Buyer,Yes,Europe,2022-06-18 05:11
User025,70,Male,159,52,20.57,100,66,108,Petite,M,True,H&M,Jeans,L,Fit Well,Returned,Changed Mind,Spring,Online,Frequent Buyer,Yes,Europe,2022-07-23 09:37
User026,18,Female,177,83,26.49,98,87,85,Curvy,M,False,Levi's,T-shirt,S,Too Small,Kept,,Autumn,In-Store,New Buyer,Yes,Africa,2023-06-26 07:58
User026,18,Female,177,83,26.49,98,87,85,Curvy,M,False,Zara,Jeans,S,Fit Well,Exchanged,Changed Mind,Autumn,In-Store,New Buyer,Yes,Africa,2022-03-09 13:35
User026,18,Female,177,83,26.49,98,87,85,Curvy,M,False,Nike,Jeans,S,Too Large,Kept,,Autumn,In-Store,New Buyer,Yes,Africa,2022-07-25 16:36
User026,18,Female,177,83,26.49,98,87,85,Curvy,M,False,H&M,T-shirt,M,Too Small,Kept,,Autumn,In-Store,New Buyer,Yes,Africa,2022-03-03 02:16
User026,18,Female,177,83,26.49,98,87,85,Curvy,M,False,Levi's,Skirt,M,Fit Well,Kept,,Autumn,In-Store,New Buyer,Yes,Africa,2023-12-03 17:49
User026,18,Female,177,83,26.49,98,87,85,Curvy,M,False,Nike,Skirt,S,Fit Well,Exchanged,Quality Issue,Autumn,In-Store,New Buyer,Yes,Africa,2022-10-14 00:33
User026,18,Female,177,83,26.49,98,87,85,Curvy,M,False,Uniqlo,Jeans,L,Too Small,Kept,,Autumn,In-Store,New Buyer,Yes,Africa,2023-10-29 13:04
User026,18,Female,177,83,26.49,98,87,85,Curvy,M,False,H&M,Sweater,M,Too Large,Returned,Other,Autumn,In-Store,New Buyer,Yes,Africa,2023-01-21 09:12
User026,18,Female,177,83,26.49,98,87,85,Curvy,M,False,Uniqlo,T-shirt,M,Too Large,Exchanged,Fit Issue,Autumn,In-Store,New Buyer,Yes,Africa,2022-09-10 22:57
User026,18,Female,177,83,26.49,98,87,85,Curvy,M,False,Zara,Jeans,S,Fit Well,Kept,,Autumn,In-Store,New Buyer,Yes,Africa,2022-01-27 14:54
User026,18,Female,177,83,26.49,98,87,85,Curvy,M,False,Uniqlo,Sweater,M,Fit Well,Returned,Changed Mind,Autumn,In-Store,New Buyer,Yes,Africa,2022-06-18 22:03
User026,18,Female,177,83,26.49,98,87,85,Curvy,M,False,Zara,Skirt,S,Too Small,Exchanged,Other,Autumn,In-Store,New Buyer,Yes,Africa,2022-04-24 11:41
User026,18,Female,177,83,26.49,98,87,85,Curvy,M,False,Zara,Dress,XS,Too Large,Exchanged,Other,Autumn,In-Store,New Buyer,Yes,Africa,2022-07-24 06:29
User026,18,Female,177,83,26.49,98,87,85,Curvy,M,False,Zara,Dress,XS,Too Large,Returned,Changed Mind,Autumn,In-Store,New Buyer,Yes,Africa,2023-02-19 20:37
User026,18,Female,177,83,26.49,98,87,85,Curvy,M,False,Levi's,Sweater,S,Fit Well,Exchanged,Other,Autumn,In-Store,New Buyer,Yes,Africa,2023-12-27 07:01
User027,31,Male,181,86,26.25,117,86,120,Petite,XL,False,Uniqlo,Dress,XXL,Too Small,Returned,Changed Mind,Winter,In-Store,Occasional Buyer,Yes,Asia,2023-03-09 22:40
User027,31,Male,181,86,26.25,117,86,120,Petite,XL,False,Uniqlo,Shorts,XXL,Too Small,Kept,,Winter,In-Store,Occasional Buyer,Yes,Asia,2022-07-12 02:36
User027,31,Male,181,86,26.25,117,86,120,Petite,XL,False,Levi's,Shorts,XL,Too Large,Kept,,Winter,In-Store,Occasional Buyer,Yes,Asia,2022-09-03 05:58
User027,31,Male,181,86,26.25,117,86,120,Petite,XL,False,Levi's,T-shirt,XL,Fit Well,Exchanged,Other,Winter,In-Store,Occasional Buyer,Yes,Asia,2022-05-08 14:21
User027,31,Male,181,86,26.25,117,86,120,Petite,XL,False,Nike,Sweater,L,Too Large,Kept,,Winter,In-Store,Occasional Buyer,Yes,Asia,2022-12-01 08:29
User027,31,Male,181,86,26.25,117,86,120,Petite,XL,False,Levi's,Skirt,XL,Too Small,Kept,,Winter,In-Store,Occasional Buyer,Yes,Asia,2023-03-07 18:30
User027,31,Male,181,86,26.25,117,86,120,Petite,XL,False,Uniqlo,T-shirt,XXL,Fit Well,Kept,,Winter,In-Store,Occasional Buyer,Yes,Asia,2022-10-11 13:12
User027,31,Male,181,86,26.25,117,86,120,Petite,XL,False,Levi's,T-shirt,XL,Too Small,Exchanged,Quality Issue,Winter,In-Store,Occasional Buyer,Yes,Asia,2023-09-01 08:12
User027,31,Male,181,86,26.25,117,86,120,Petite,XL,False,H&M,Dress,XXL,Too Small,Returned,Fit Issue,Winter,In-Store,Occasional Buyer,Yes,Asia,2022-11-23 21:25
User027,31,Male,181,86,26.25,117,86,120,Petite,XL,False,H&M,Jacket,XXL,Fit Well,Exchanged,Quality Issue,Winter,In-Store,Occasional Buyer,Yes,Asia,2023-05-12 02:53
User027,31,Male,181,86,26.25,117,86,120,Petite,XL,False,Levi's,Shorts,XL,Too Small,Returned,Fit Issue,Winter,In-Store,Occasional Buyer,Yes,Asia,2023-07-31 19:02
User027,31,Male,181,86,26.25,117,86,120,Petite,XL,False,Uniqlo,Dress,XXL,Too Large,Returned,Fit Issue,Winter,In-Store,Occasional Buyer,Yes,Asia,2022-01-11 06:17
User027,31,Male,181,86,26.25,117,86,120,Petite,XL,False,Levi's,Jeans,XL,Too Small,Exchanged,Changed Mind,Winter,In-Store,Occasional Buyer,Yes,Asia,2023-10-27 02:19
User027,31,Male,181,86,26.25,117,86,120,Petite,XL,False,Levi's,Shorts,XL,Fit Well,Kept,,Winter,In-Store,Occasional Buyer,Yes,Asia,2022-07-06 05:29
User028,65,Male,191,92,25.22,97,97,112,Average,L,False,Zara,Dress,XL,Too Large,Returned,Other,Spring,In-Store,New Buyer,Yes,South America,2023-12-13 17:45
User028,65,Male,191,92,25.22,97,97,112,Average,L,False,Zara,T-shirt,XL,Too Small,Kept,,Spring,In-Store,New Buyer,Yes,South America,2023-03-22 06:12
User028,65,Male,191,92,25.22,97,97,112,Average,L,False,Levi's,Skirt,XL,Too Small,Kept,,Spring,In-Store,New Buyer,Yes,South America,2023-01-18 22:33
User028,65,Male,191,92,25.22,97,97,112,Average,L,False,Uniqlo,Sweater,XL,Fit Well,Returned,Changed Mind,Spring,In-Store,New Buyer,Yes,South America,2022-12-01 02:17
User028,65,Male,191,92,25.22,97,97,112,Average,L,False,H&M,Skirt,XL,Too Small,Exchanged,Changed Mind,Spring,In-Store,New Buyer,Yes,South America,2022-11-26 22:40
User028,65,Male,191,92,25.22,97,97,112,Average,L,False,H&M,Dress,XL,Too Small,Exchanged,Changed Mind,Spring,In-Store,New Buyer,Yes,South America,2023-08-23 03:16
User028,65,Male,191,92,25.22,97,97,112,Average,L,False,Levi's,Skirt,XL,Fit Well,Exchanged,Other,Spring,In-Store,New Buyer,Yes,South America,2022-04-17 13:04
User028,65,Male,191,92,25.22,97,97,112,Average,L,False,Uniqlo,Dress,XL,Fit Well,Exchanged,Quality Issue,Spring,In-Store,New Buyer,Yes,South America,2022-11-07 13:28
User028,65,Male,191,92,25.22,97,97,112,Average,L,False,Zara,Jacket,XL,Fit Well,Returned,Fit Issue,Spring,In-Store,New Buyer,Yes,South America,2023-04-22 15:37
User028,65,Male,191,92,25.22,97,97,112,Average,L,False,H&M,Shorts,XL,Fit Well,Exchanged,Quality Issue,Spring,In-Store,New Buyer,Yes,South America,2022-07-03 16:38
User028,65,Male,191,92,25.22,97,97,112,Average,L,False,Uniqlo,Shorts,XL,Fit Well,Kept,,Spring,In-Store,New Buyer,Yes,South America,2022-04-24 01:06
User029,32,Non-Binary,187,80,22.88,99,82,110,Curvy,M,False,H&M,Dress,L,Too Large,Exchanged,Quality Issue,Winter,Online,Occasional Buyer,Yes,Europe,2023-07-21 21:25
User029,32,Non-Binary,187,80,22.88,99,82,110,Curvy,M,False,Zara,Jacket,S,Fit Well,Kept,,Winter,Online,Occasional Buyer,Yes,Europe,2022-03-25 03:02
User029,32,Non-Binary,187,80,22.88,99,82,110,Curvy,M,False,Levi's,Dress,M,Fit Well,Kept,,Winter,Online,Occasional Buyer,Yes,Europe,2023-11-06 21:02
User029,32,Non-Binary,187,80,22.88,99,82,110,Curvy,M,False,H&M,Sweater,L,Too Small,Kept,,Winter,Online,Occasional Buyer,Yes,Europe,2023-03-04 00:41
User029,32,Non-Binary,187,80,22.88,99,82,110,Curvy,M,False,Levi's,Jeans,M,Too Large,Returned,Changed Mind,Winter,Online,Occasional Buyer,Yes,Europe,2023-02-08 05:15
User029,32,Non-Binary,187,80,22.88,99,82,110,Curvy,M,False,Levi's,T-shirt,M,Too Large,Returned,Other,Winter,Online,Occasional Buyer,Yes,Europe,2022-11-19 03:17
User029,32,Non-Binary,187,80,22.88,99,82,110,Curvy,M,False,Zara,Shorts,S,Too Small,Exchanged,Quality Issue,Winter,Online,Occasional Buyer,Yes,Europe,2022-03-20 08:42
User029,32,Non-Binary,187,80,22.88,99,82,110,Curvy,M,False,H&M,Sweater,L,Too Small,Kept,,Winter,Online,Occasional Buyer,Yes,Europe,2023-04-17 08:00
User029,32,Non-Binary,187,80,22.88,99,82,110,Curvy,M,False,Zara,Shorts,S,Too Small,Exchanged,Changed Mind,Winter,Online,Occasional Buyer,Yes,Europe,2022-08-24 11:22
User029,32,Non-Binary,187,80,22.88,99,82,110,Curvy,M,False,Zara,Jacket,S,Fit Well,Returned,Changed Mind,Winter,Online,Occasional Buyer,Yes,Europe,2022-06-10 16:40
User029,32,Non-Binary,187,80,22.88,99,82,110,Curvy,M,False,Nike,Dress,S,Too Small,Exchanged,Fit Issue,Winter,Online,Occasional Buyer,Yes,Europe,2023-08-05 14:57
User030,48,Male,183,103,30.76,132,83,82,Athletic,XXL,False,H&M,T-shirt,XXL,Too Large,Exchanged,Other,Winter,Online,Occasional Buyer,Yes,South America,2022-06-15 18:23
User030,48,Male,183,103,30.76,132,83,82,Athletic,XXL,False,H&M,Shorts,XXL,Fit Well,Exchanged,Fit Issue,Winter,Online,Occasional Buyer,Yes,South America,2022-10-11 21:59
User030,48,Male,183,103,30.76,132,83,82,Athletic,XXL,False,H&M,Jeans,XXL,Too Large,Returned,Changed Mind,Winter,Online,Occasional Buyer,Yes,South America,2022-09-06 09:49
User030,48,Male,183,103,30.76,132,83,82,Athletic,XXL,False,Uniqlo,T-shirt,XXL,Too Small,Kept,,Winter,Online,Occasional Buyer,Yes,South America,2022-04-25 00:16
User030,48,Male,183,103,30.76,132,83,82,Athletic,XXL,False,Levi's,Jacket,XXL,Too Large,Returned,Quality Issue,Winter,Online,Occasional Buyer,Yes,South America,2022-05-07 14:43
User030,48,Male,183,103,30.76,132,83,82,Athletic,XXL,False,H&M,Jeans,XXL,Too Small,Kept,,Winter,Online,Occasional Buyer,Yes,South America,2022-02-10 02:52
User030,48,Male,183,103,30.76,132,83,82,Athletic,XXL,False,Uniqlo,Dress,XXL,Too Small,Returned,Fit Issue,Winter,Online,Occasional Buyer,Yes,South America,2022-12-10 06:47
User030,48,Male,183,103,30.76,132,83,82,Athletic,XXL,False,Uniqlo,Jacket,XXL,Too Large,Kept,,Winter,Online,Occasional Buyer,Yes,South America,2023-09-05 16:48
User030,48,Male,183,103,30.76,132,83,82,Athletic,XXL,False,Uniqlo,Shorts,XXL,Fit Well,Returned,Other,Winter,Online,Occasional Buyer,Yes,South America,2023-11-22 06:03
User030,48,Male,183,103,30.76,132,83,82,Athletic,XXL,False,Uniqlo,T-shirt,XXL,Too Large,Kept,,Winter,Online,Occasional Buyer,Yes,South America,2022-10-18 02:00
User030,48,Male,183,103,30.76,132,83,82,Athletic,XXL,False,H&M,Shorts,XXL,Too Small,Exchanged,Fit Issue,Winter,Online,Occasional Buyer,Yes,South America,2022-12-19 17:55
User030,48,Male,183,103,30.76,132,83,82,Athletic,XXL,False,H&M,Sweater,XXL,Fit Well,Kept,,Winter,Online,Occasional Buyer,Yes,South America,2022-10-03 16:45
User030,48,Male,183,103,30.76,132,83,82,Athletic,XXL,False,H&M,Dress,XXL,Too Large,Exchanged,Other,Winter,Online,Occasional Buyer,Yes,South America,2022-07-26 11:03
User030,48,Male,183,103,30.76,132,83,82,Athletic,XXL,False,H&M,Sweater,XXL,Fit Well,Exchanged,Changed Mind,Winter,Online,Occasional Buyer,Yes,South America,2022-03-25 19:09
User031,26,Female,184,61,18.02,123,65,111,Average,XL,False,Nike,T-shirt,M,Fit Well,Returned,Changed Mind,Summer,In-Store,Occasional Buyer,Yes,Africa,2022-08-26 12:03
User031,26,Female,184,61,18.02,123,65,111,Average,XL,False,Nike,Jeans,L,Fit Well,Exchanged,Other,Summer,In-Store,Occasional Buyer,Yes,Africa,2023-07-09 13:56
User031,26,Female,184,61,18.02,123,65,111,Average,XL,False,Uniqlo,Jeans,XXL,Too Small,Kept,,Summer,In-Store,Occasional Buyer,Yes,Africa,2023-09-05 13:11
User031,26,Female,184,61,18.02,123,65,111,Average,XL,False,Nike,T-shirt,M,Too Small,Returned,Quality Issue,Summer,In-Store,Occasional Buyer,Yes,Africa,2023-05-19 18:59
User031,26,Female,184,61,18.02,123,65,111,Average,XL,False,Zara,Sweater,M,Fit Well,Kept,,Summer,In-Store,Occasional Buyer,Yes,Africa,2022-03-13 03:25
User031,26,Female,184,61,18.02,123,65,111,Average,XL,False,H&M,Skirt,XXL,Too Large,Returned,Fit Issue,Summer,In-Store,Occasional Buyer,Yes,Africa,2022-10-08 12:00
User031,26,Female,184,61,18.02,123,65,111,Average,XL,False,H&M,Jacket,XL,Fit Well,Returned,Changed Mind,Summer,In-Store,Occasional Buyer,Yes,Africa,2022-02-26 15:46
User031,26,Female,184,61,18.02,123,65,111,Average,XL,False,Zara,Jeans,L,Too Large,Exchanged,Other,Summer,In-Store,Occasional Buyer,Yes,Africa,2023-11-04 18:24
User031,26,Female,184,61,18.02,123,65,111,Average,XL,False,Levi's,Jacket,L,Fit Well,Exchanged,Changed Mind,Summer,In-Store,Occasional Buyer,Yes,Africa,2023-10-20 03:00
User031,26,Female,184,61,18.02,123,65,111,Average,XL,False,H&M,Sweater,XL,Fit Well,Exchanged,Changed Mind,Summer,In-Store,Occasional Buyer,Yes,Africa,2022-07-29 17:11
User031,26,Female,184,61,18.02,123,65,111,Average,XL,False,Zara,Dress,M,Too Small,Kept,,Summer,In-Store,Occasional Buyer,Yes,Africa,2023-05-18 07:50
User031,26,Female,184,61,18.02,123,65,111,Average,XL,False,Uniqlo,Sweater,XL,Too Small,Returned,Quality Issue,Summer,In-Store,Occasional Buyer,Yes,Africa,2023-06-25 12:11
User031,26,Female,184,61,18.02,123,65,111,Average,XL,False,Levi's,Dress,L,Fit Well,Exchanged,Fit Issue,Summer,In-Store,Occasional Buyer,Yes,Africa,2022-06-07 05:05
User031,26,Female,184,61,18.02,123,65,111,Average,XL,False,Zara,Jacket,M,Too Small,Exchanged,Quality Issue,Summer,In-Store,Occasional Buyer,Yes,Africa,2022-07-21 02:08
User032,23,Female,156,54,22.19,90,108,102,Average,S,True,Levi's,Skirt,S,Fit Well,Kept,,Winter,Online,Frequent Buyer,Yes,North America,2023-05-01 09:03
User032,23,Female,156,54,22.19,90,108,102,Average,S,True,Levi's,Dress,XS,Fit Well,Kept,,Winter,Online,Frequent Buyer,Yes,North America,2022-12-01 21:13
User032,23,Female,156,54,22.19,90,108,102,Average,S,True,Uniqlo,Jacket,XS,Too Small,Kept,,Winter,Online,Frequent Buyer,Yes,North America,2023-11-08 10:41
User032,23,Female,156,54,22.19,90,108,102,Average,S,True,Levi's,Sweater,XS,Too Small,Kept,,Winter,Online,Frequent Buyer,Yes,North America,2022-04-01 14:05
User032,23,Female,156,54,22.19,90,108,102,Average,S,True,H&M,Jeans,M,Too Small,Exchanged,Fit Issue,Winter,Online,Frequent Buyer,Yes,North America,2023-09-24 20:12
User032,23,Female,156,54,22.19,90,108,102,Average,S,True,Uniqlo,Shorts,M,Too Large,Kept,,Winter,Online,Frequent Buyer,Yes,North America,2023-02-27 20:17
User032,23,Female,156,54,22.19,90,108,102,Average,S,True,Uniqlo,Skirt,M,Too Large,Returned,Fit Issue,Winter,Online,Frequent Buyer,Yes,North America,2022-02-10 00:57
User032,23,Female,156,54,22.19,90,108,102,Average,S,True,Levi's,Dress,XS,Too Large,Exchanged,Changed Mind,Winter,Online,Frequent Buyer,Yes,North America,2022-05-01 16:07
User032,23,Female,156,54,22.19,90,108,102,Average,S,True,Zara,Skirt,XS,Fit Well,Returned,Changed Mind,Winter,Online,Frequent Buyer,Yes,North America,2022-09-20 01:22
User032,23,Female,156,54,22.19,90,108,102,Average,S,True,Zara,Sweater,XS,Too Large,Returned,Changed Mind,Winter,Online,Frequent Buyer,Yes,North America,2023-04-16 06:07
User032,23,Female,156,54,22.19,90,108,102,Average,S,True,Uniqlo,Skirt,M,Too Small,Exchanged,Quality Issue,Winter,Online,Frequent Buyer,Yes,North America,2023-05-06 13:22
User032,23,Female,156,54,22.19,90,108,102,Average,S,True,Nike,Skirt,XS,Fit Well,Kept,,Winter,Online,Frequent Buyer,Yes,North America,2023-01-28 13:35
User032,23,Female,156,54,22.19,90,108,102,Average,S,True,Zara,Shorts,XS,Fit Well,Exchanged,Other,Winter,Online,Frequent Buyer,Yes,North America,2022-04-01 11:34
User032,23,Female,156,54,22.19,90,108,102,Average,S,True,H&M,T-shirt,XS,Too Small,Exchanged,Changed Mind,Winter,Online,Frequent Buyer,Yes,North America,2023-12-14 13:31
User033,18,Male,173,98,32.74,105,77,109,Curvy,L,True,Zara,Jacket,M,Too Large,Returned,Changed Mind,Autumn,In-Store,Occasional Buyer,No,Australia,2023-07-19 08:41
User033,18,Male,173,98,32.74,105,77,109,Curvy,L,True,Zara,Jeans,M,Too Large,Returned,Fit Issue,Autumn,In-Store,Occasional Buyer,No,Australia,2022-09-30 04:34
User033,18,Male,173,98,32.74,105,77,109,Curvy,L,True,Uniqlo,Shorts,XL,Fit Well,Kept,,Autumn,In-Store,Occasional Buyer,No,Australia,2023-07-02 06:52
User033,18,Male,173,98,32.74,105,77,109,Curvy,L,True,Zara,Dress,M,Too Small,Kept,,Autumn,In-Store,Occasional Buyer,No,Australia,2023-07-04 20:33
User033,18,Male,173,98,32.74,105,77,109,Curvy,L,True,Nike,Jacket,M,Too Small,Returned,Other,Autumn,In-Store,Occasional Buyer,No,Australia,2022-06-02 06:29
User033,18,Male,173,98,32.74,105,77,109,Curvy,L,True,Nike,Jeans,M,Too Small,Kept,,Autumn,In-Store,Occasional Buyer,No,Australia,2023-02-19 08:24
User033,18,Male,173,98,32.74,105,77,109,Curvy,L,True,Nike,Jacket,M,Too Large,Kept,,Autumn,In-Store,Occasional Buyer,No,Australia,2022-04-18 09:40
User033,18,Male,173,98,32.74,105,77,109,Curvy,L,True,Levi's,Jacket,L,Too Large,Exchanged,Changed Mind,Autumn,In-Store,Occasional Buyer,No,Australia,2022-09-21 07:15
User033,18,Male,173,98,32.74,105,77,109,Curvy,L,True,Levi's,Dress,L,Fit Well,Kept,,Autumn,In-Store,Occasional Buyer,No,Australia,2023-09-21 02:11
User033,18,Male,173,98,32.74,105,77,109,Curvy,L,True,Levi's,T-shirt,L,Too Small,Exchanged,Changed Mind,Autumn,In-Store,Occasional Buyer,No,Australia,2022-04-11 13:07
User034,34,Male,171,82,28.04,98,107,84,Petite,M,False,H&M,T-shirt,L,Too Large,Exchanged,Other,Winter,In-Store,Occasional Buyer,No,Africa,2022-08-21 17:01
User034,34,Male,171,82,28.04,98,107,84,Petite,M,False,Zara,Sweater,S,Too Small,Kept,,Winter,In-Store,Occasional Buyer,No,Africa,2023-07-20 05:20
User034,34,Male,171,82,28.04,98,107,84,Petite,M,False,Nike,Jacket,S,Too Small,Returned,Fit Issue,Winter,In-Store,Occasional Buyer,No,Africa,2023-08-15 19:48
User034,34,Male,171,82,28.04,98,107,84,Petite,M,False,Nike,Skirt,S,Too Large,Returned,Changed Mind,Winter,In-Store,Occasional Buyer,No,Africa,2023-03-04 08:39
User034,34,Male,171,82,28.04,98,107,84,Petite,M,False,H&M,Sweater,L,Fit Well,Exchanged,Fit Issue,Winter,In-Store,Occasional Buyer,No,Africa,2022-12-28 09:49
User034,34,Male,171,82,28.04,98,107,84,Petite,M,False,Nike,Dress,S,Fit Well,Kept,,Winter,In-Store,Occasional Buyer,No,Africa,2023-07-15 17:51
User034,34,Male,171,82,28.04,98,107,84,Petite,M,False,Uniqlo,Skirt,L,Fit Well,Exchanged,Changed Mind,Winter,In-Store,Occasional Buyer,No,Africa,2022-11-09 01:07
User034,34,Male,171,82,28.04,98,107,84,Petite,M,False,Zara,Sweater,S,Fit Well,Kept,,Winter,In-Store,Occasional Buyer,No,Africa,2023-10-27 00:48
User034,34,Male,171,82,28.04,98,107,84,Petite,M,False,Uniqlo,Sweater,L,Too Large,Returned,Changed Mind,Winter,In-Store,Occasional Buyer,No,Africa,2022-06-03 08:45
User034,34,Male,171,82,28.04,98,107,84,Petite,M,False,Uniqlo,Skirt,L,Fit Well,Kept,,Winter,In-Store,Occasional Buyer,No,Africa,2022-05-13 16:37
User034,34,Male,171,82,28.04,98,107,84,Petite,M,False,Zara,T-shirt,S,Too Large,Returned,Quality Issue,Winter,In-Store,Occasional Buyer,No,Africa,2022-01-11 17:19
User034,34,Male,171,82,28.04,98,107,84,Petite,M,False,Levi's,T-shirt,M,Too Small,Kept,,Winter,In-Store,Occasional Buyer,No,Africa,2023-09-26 03:00
User035,62,Female,194,107,28.43,132,82,111,Curvy,XXL,True,Zara,Shorts,XXL,Too Small,Exchanged,Changed Mind,Summer,Online,Frequent Buyer,Yes,Europe,2023-03-04 03:50
User035,62,Female,194,107,28.43,132,82,111,Curvy,XXL,True,H&M,Sweater,XXL,Too Large,Kept,,Summer,Online,Frequent Buyer,Yes,Europe,2023-12-12 06:23
User035,62,Female,194,107,28.43,132,82,111,Curvy,XXL,True,Levi's,Jacket,XXL,Too Small,Exchanged,Other,Summer,Online,Frequent Buyer,Yes,Europe,2023-03-03 18:59
User035,62,Female,194,107,28.43,132,82,111,Curvy,XXL,True,Nike,Sweater,XXL,Too Large,Kept,,Summer,Online,Frequent Buyer,Yes,Europe,2023-07-15 05:05
User035,62,Female,194,107,28.43,132,82,111,Curvy,XXL,True,H&M,Shorts,XXL,Fit Well,Exchanged,Changed Mind,Summer,Online,Frequent Buyer,Yes,Europe,2022-11-16 22:37
User035,62,Female,194,107,28.43,132,82,111,Curvy,XXL,True,H&M,Jacket,XXL,Fit Well,Kept,,Summer,Online,Frequent Buyer,Yes,Europe,2022-01-14 19:07
User035,62,Female,194,107,28.43,132,82,111,Curvy,XXL,True,Zara,Sweater,XXL,Fit Well,Returned,Changed Mind,Summer,Online,Frequent Buyer,Yes,Europe,2022-02-12 08:54
User035,62,Female,194,107,28.43,132,82,111,Curvy,XXL,True,Uniqlo,Dress,XXL,Too Small,Kept,,Summer,Online,Frequent Buyer,Yes,Europe,2022-05-21 15:43
User035,62,Female,194,107,28.43,132,82,111,Curvy,XXL,True,Zara,T-shirt,XXL,Fit Well,Exchanged,Other,Summer,Online,Frequent Buyer,Yes,Europe,2022-09-18 09:08
User035,62,Female,194,107,28.43,132,82,111,Curvy,XXL,True,Uniqlo,Dress,XXL,Too Small,Returned,Other,Summer,Online,Frequent Buyer,Yes,Europe,2023-07-29 20:15
User035,62,Female,194,107,28.43,132,82,111,Curvy,XXL,True,Nike,Jacket,XXL,Too Large,Exchanged,Quality Issue,Summer,Online,Frequent Buyer,Yes,Europe,2023-11-13 08:39
